train_number,train_name,source,destination,running_days
12590,GORAKHPUR EXP,CHARLAPALLI,GORAKHPUR JN,1000
12597,GKP CSTM JANSADHARAN,GORAKHPUR JN,C SHIVAJI TERM MUMBAI,100000
12591,GKP YPR EXPRESS,GORAKHPUR JN,YESVANTPUR JN,10
12601,MANGALORE MAIL,CHENNAI CENTRAL,MANGALORE CNTL,1111111
12598,CSTM GKP JANSADHARAN,C SHIVAJI TERM MUMBAI,GORAKHPUR JN,10000
12602,CHENNAI MAIL,MANGALORE CNTL,CHENNAI CENTRAL,1111111
12603,MAS CHZ SF EXP,CHENNAI CENTRAL,CHARLAPALLI,1111111
12605,PALLAVAN EXP,CHENNAI EGMORE,KARAIKKUDI JN,1111111
12604,CHENNAI SF EXP,CHARLAPALLI,CHENNAI CENTRAL,1111111
12608,LALBAGH SF EXP,KSR BANGALORE CY JN,CHENNAI CENTRAL,1111111
12607,LALBAGH EXPRESS,CHENNAI CENTRAL,KSR BANGALORE CY JN,1111111
12613,WODEYAR EXPRESS,MYSORE JN,KSR BANGALORE CY JN,1111111
12606,PALLAVAN EXP,KARAIKKUDI JN,CHENNAI EGMORE,1111111
12614,WODEYAR EXPRESS,KSR BANGALORE CY JN,MYSORE JN,1111111
12615,GRAND TRUNK EXP,CHENNAI CENTRAL,NEW DELHI,1111111
12616,GRAND TRUNK EXP,NEW DELHI,CHENNAI CENTRAL,1111111
12617,MANGLADWEEP EXP,ERNAKULAM JN,H NIZAMUDDIN,1111111
12619,MATSYAGANDHA EXP,LOKMANYATILAK T,MANGALORE CNTL,1111111
12620,MATSYAGANDA EXP,MANGALORE CNTL,LOKMANYATILAK T,1111111
12618,MNGLA LKSDP EXP,H NIZAMUDDIN,ERNAKULAM JN,1111111
12621,TAMIL NADU EXP,CHENNAI CENTRAL,NEW DELHI,1111111
12622,TAMIL NADU EXP,NEW DELHI,CHENNAI CENTRAL,1111111
12623,TRIVANDRUM MAIL,CHENNAI CENTRAL,TRIVANDRUM CNTL,1111111
12624,CHENNAI MAIL,TRIVANDRUM CNTL,CHENNAI CENTRAL,1111111
12627,KARNATAKA EXP,KSR BANGALORE CY JN,NEW DELHI,1111111
12628,KARNATAKA EXP,NEW DELHI,KSR BANGALORE CY JN,1111111
12625,KERALA EXPRESS,TRIVANDRUM CNTL,NEW DELHI,1111111
12630,YPR S KRNTI EXP,H NIZAMUDDIN,YESVANTPUR JN,10100
12626,KERALA EXPRESS,NEW DELHI,TRIVANDRUM CNTL,1111111
12631,NELLAI EXPRESS,CHENNAI EGMORE,TIRUNELVELI JN,1111111
12629,SAMPARK KRANTI,YESVANTPUR JN,H NIZAMUDDIN,101000
12634,KANYAKUMARI EXP,KANYAKUMARI,CHENNAI EGMORE,1111111
12633,KANYAKUMARI EXP,CHENNAI EGMORE,KANYAKUMARI,1111111
12632,NELLAI EXPRESS,TIRUNELVELI JN,CHENNAI EGMORE,1111111
12637,PANDIAN EXP,CHENNAI EGMORE,MADURAI JN,1111111
12635,VAIGAI EXP,CHENNAI EGMORE,MADURAI JN,1111111
12636,VAIGAI EXP,MADURAI JN,CHENNAI EGMORE,1111111
12638,PANDIAN EXP,MADURAI JN,CHENNAI EGMORE,1111111
12639,BRINDAVAN EXP,CHENNAI CENTRAL,KSR BANGALORE CY JN,1111111
12640,BRINDAVAN EXP,KSR BANGALORE CY JN,CHENNAI CENTRAL,1111111
12643,NIZAMUDDIN EXP,TRIVANDRUM CNTL,H NIZAMUDDIN,100000
12641,TIRUKKURAL EXP,KANYAKUMARI,H NIZAMUDDIN,10100
12642,THIRUKKURAL EXP,H NIZAMUDDIN,KANYAKUMARI,1000010
12646,ERS MILLENUM EX,H NIZAMUDDIN,ERNAKULAM JN,100000
12644,SWARNA JAYANTI,H NIZAMUDDIN,TRIVANDRUM CNTL,100
12645,NIZAMUDDIN EXP,ERNAKULAM JN,H NIZAMUDDIN,10
12647,KONGU EXPRESS,COIMBATORE JN,H NIZAMUDDIN,1
12648,KONGU EXPRESS,H NIZAMUDDIN,COIMBATORE JN,10000
12650,KTK SMPRK K EXP,H NIZAMUDDIN,YESVANTPUR JN,1101011
12654,ROCKFORT EXP,TIRUCHCHIRAPALI,CHENNAI EGMORE,1111111
12649,SAMPARK KRANTI,YESVANTPUR JN,H NIZAMUDDIN,1010111
12651,SAMPARK KRANTI,MADURAI JN,H NIZAMUDDIN,100001
12653,ROCKFORT EXP,CHENNAI EGMORE,TIRUCHCHIRAPALI,1111111
12656,NAVAJIVAN SF EXP,CHENNAI CENTRAL,AHMEDABAD JN,1111111
12652,T N SMPRK KRNTI,H NIZAMUDDIN,MADURAI JN,101000
12655,NAVJEEVAN EXP,AHMEDABAD JN,CHENNAI CENTRAL,1111111
12657,BANGALORE MAIL,CHENNAI CENTRAL,KSR BANGALORE CY JN,1111111
12658,CHENNAI MAIL,KSR BANGALORE CY JN,CHENNAI CENTRAL,1111111
12659,GURUDEV EXPRESS,NAGERCOIL JN,SHALIMAR,1
12663,HWH TPJ EXPRESS,HOWRAH JN,TIRUCHCHIRAPALI,1001
12664,HOWRAH EXPRESS,TIRUCHCHIRAPALI,HOWRAH JN,100100
12665,KANNYAKUMARI EXP,HOWRAH JN,KANYAKUMARI,1000000
12672,NILAGIRI EXP,METUPALAIYAM,CHENNAI CENTRAL,1111111
12670,GANGAKAVERI EXP,CHHAPRA,CHENNAI CENTRAL,1010000
12666,CAPE HOWRAH EXP,KANYAKUMARI,HOWRAH JN,10
12674,CHERAN EXPRESS,COIMBATORE JN,CHENNAI CENTRAL,1111111
12671,NILAGIRI EXP,CHENNAI CENTRAL,METUPALAIYAM,1111111
12673,CHERAN EXPRESS,CHENNAI CENTRAL,COIMBATORE JN,1111111
12680,CHENNAI EXPRESS,COIMBATORE JN,CHENNAI CENTRAL,1111111
12676,KOVAI EXP,COIMBATORE JN,CHENNAI CENTRAL,1111111
12684,ERNAKULAM SF EXP,SMVT BENGALURU,ERNAKULAM JN,1101000
12681,COIMBATORE EXP,CHENNAI CENTRAL,COIMBATORE JN,10
12682,CHENNAI EXP,COIMBATORE JN,CHENNAI CENTRAL,100
12675,KOVAI EXPRESS,CHENNAI CENTRAL,COIMBATORE JN,1111111
12683,ERS SMVB EXP,ERNAKULAM JN,SMVT BENGALURU,1010001
12685,MANGALORE EXP,CHENNAI CENTRAL,MANGALORE CNTL,1111111
12686,CHENNAI EXP,MANGALORE CNTL,CHENNAI CENTRAL,1111111
12689,NAGERCOIL EXP,CHENNAI CENTRAL,NAGERCOIL JN,100
12693,PEARL CITY EXP,CHENNAI EGMORE,TUTICORIN,1111111
12690,NCJ CHENNAI EXP,NAGERCOIL JN,CHENNAI CENTRAL,1
12691,MAS SMET SF EXP,CHENNAI CENTRAL,SHIMOGA TOWN,100
12692,SMET MAS SF EXP,SHIMOGA TOWN,CHENNAI CENTRAL,10
12694,PEARL CITY EXP,TUTICORIN,CHENNAI EGMORE,1111111
12697,TRIVANDRUM EXP,CHENNAI CENTRAL,TRIVANDRUM CNTL,1
12698,TVC CHENNAI EXP,TRIVANDRUM CNTL,CHENNAI CENTRAL,10
12696,TVC CHENNAI EXP,TRIVANDRUM CNTL,CHENNAI CENTRAL,1111111
12701,HUSAINSAGAR EXP,C SHIVAJI TERM MUMBAI,HYDERABAD DECAN,1111111
12702,HUSSAINSAGAR EX,HYDERABAD DECAN,C SHIVAJI TERM MUMBAI,1111111
12704,FALAKNUMA EXP,SECUNDERABAD JN,HOWRAH JN,1111111
12706,SC GNT EXP,SECUNDERABAD JN,GUNTUR JN,1111111
12707,A P SMPRK KRNTI,TIRUPATI,H NIZAMUDDIN,1010100
12710,SIMHAPURI EXP,SECUNDERABAD JN,GUDUR JN,1111111
12711,PINAKINI EXP,VIJAYAWADA JN,CHENNAI CENTRAL,1111111
12709,SIMHAPURI EXP,GUDUR JN,SECUNDERABAD JN,1111111
12712,PINAKINI EXP,CHENNAI CENTRAL,VIJAYAWADA JN,1111111
12705,GNT SC EXP,GUNTUR JN,SECUNDERABAD JN,1111111
12708,AP SMPRK KRANTI,H NIZAMUDDIN,TIRUPATI,10101
12713,SATAVAHANA EXP,VIJAYAWADA JN,SECUNDERABAD JN,1111111
12717,RATNACHALAM EXP,VISAKHAPATNAM,VIJAYAWADA JN,1111111
12718,RATNACHAL EXP,VIJAYAWADA JN,VISAKHAPATNAM,1111111
12719,JP HYB SF EXP,JAIPUR,HYDERABAD DECAN,10100
12714,SATAVAHANA EXP,SECUNDERABAD JN,VIJAYAWADA JN,1111111
12716,SACHKHAND EXP,AMRITSAR JN,H SAHIB NANDED,1111111
12715,SACHKHAND EXP,H SAHIB NANDED,AMRITSAR JN,1111111
12721,DAKSHIN EXP,HYDERABAD DECAN,H NIZAMUDDIN,1111111
12723,TELANGANA  EXP,HYDERABAD DECAN,NEW DELHI,1111111
12724,TELANGANA EXP,NEW DELHI,HYDERABAD DECAN,1111111
12727,GODAVARI EXP,VISAKHAPATNAM,HYDERABAD DECAN,1111111
12728,GODAVARI EXP,HYDERABAD DECAN,VISAKHAPATNAM,1111111
12726,SIDDHAGANGA SF EXP,DHARWAR,KSR BANGALORE CY JN,1111111
12725,SIDDHAGANGA SF EXP,KSR BANGALORE CY JN,DHARWAR,1111111
12722,DAKSHIN EXPRESS,H NIZAMUDDIN,HYDERABAD DECAN,1111111
12731,TPTY SC EXP,TIRUPATI,SECUNDERABAD JN,1001
12738,GOUTAMI EXP,LINGAMPALLI,KAKINADA PORT,1111111
12741,VSG PATNA EXP,VASCO DA GAMA,PATNA JN,10000
12737,GOUTAMI EXP,KAKINADA PORT,LINGAMPALLI,1111111
12733,NARAYANADRI EXP,TIRUPATI,LINGAMPALLI,1111111
12742,PNBE VSG EXPRES,PATNA JN,VASCO DA GAMA,10
12743,GDR BZA INTERCITY,GUDUR JN,VIJAYAWADA JN,1111111
12744,GDR INTERCITY,VIJAYAWADA JN,GUDUR JN,1111111
12734,NARAYANADRI EXP,LINGAMPALLI,TIRUPATI,1111111
12745,SC MUGR EXPRESS,SECUNDERABAD JN,MANUGURU,1111111
12746,MUGR SC EXPRESS,MANUGURU,SECUNDERABAD JN,1111111
12749,MTM BIDR SF EXP,MACHILIPATNAM,BIDAR,1111111
12747,PALNADU EXP,GUNTUR JN,VIKARABAD JN,1111111
12748,PANLNADU EXP,VIKARABAD JN,GUNTUR JN,1111111
12754,MARATHWADA S K,H NIZAMUDDIN,H SAHIB NANDED,10000
12750,BIDR MTM SF EXP,BIDAR,MACHILIPATNAM,1111111
12753,MARATHWADA SMPK,H SAHIB NANDED,H NIZAMUDDIN,100000
12755,COA BVC SF EXP,KAKINADA PORT,BHAVNAGAR TRMUS,1000
12757,KAGHAZNAGAR  EXP,SECUNDERABAD JN,SIRPUR KAGAZNGR,1111111
12758,KAGHAZNAGAR  EXP,SIRPUR KAGAZNGR,SECUNDERABAD JN,1111111
12759,CHARMINAR SF EXP,CHENNAI BEACH,HYDERABAD DECAN,1111111
12760,CHARMINAR EXP,HYDERABAD DECAN,CHENNAI BEACH,1111111
12756,BVC KAKINADA EX,BHAVNAGAR TRMUS,KAKINADA PORT,10
12763,PADMAVATI SF EXP,TIRUPATI,SECUNDERABAD JN,1110110
12761,TPTY KRMR  EXP,TIRUPATI,KARIMNAGAR,10010
12762,KRMR TPTY EXP,KARIMNAGAR,TIRUPATI,1001
12764,PADMAVATI EXP,SECUNDERABAD JN,TIRUPATI,1101101
12767,NED SRC SF EXP,H SAHIB NANDED,SANTRAGACHI JN,1000000
12768,SRC NED SF EXP,SANTRAGACHI JN,H SAHIB NANDED,10000
12770,SEVEN HILLS EXP,SECUNDERABAD JN,TIRUPATI,100100
12769,SEVEN HILLS EXP,TIRUPATI,SECUNDERABAD JN,1000100
12773,SHM SC SUF EXP,SHALIMAR,SECUNDERABAD JN,10000
12771,RAIPUR SF EXP,SECUNDERABAD JN,RAIPUR JN,1010100
12772,RAIPUR SC EXP,RAIPUR JN,SECUNDERABAD JN,101010
12776,COCANADA EXP,LINGAMPALLI,KAKINADA TOWN,1111111
12777,UBL KCVL SF EXP,HUBBALLI JN,TRIVANDRUM NORTH,10000
12775,COCANADA EXP,KAKINADA TOWN,LINGAMPALLI,1111111
12778,KCVL UBL SF EXP,TRIVANDRUM NORTH,HUBBALLI JN,1000
12780,GOA EXPRESS,H NIZAMUDDIN,VASCO DA GAMA,1111111
12781,SWARNA JAYANTHI,MYSORE JN,H NIZAMUDDIN,100
12779,GOA EXPRESS,VASCO DA GAMA,H NIZAMUDDIN,1111111
12782,SWARNA JAYANTHI,H NIZAMUDDIN,MYSORE JN,1000000
12784,SC  VSKP AC EXP,SECUNDERABAD JN,VISAKHAPATNAM,10
12785,KCG AP SF EXP,KACHEGUDA,ASHOKAPURAM,1111111
12783,VSKP SC AC EXP,VISAKHAPATNAM,SECUNDERABAD JN,1
12787,NS NSL EXP,NARASAPUR,NAGARSOL,1111010
12786,KACHEGUDA EXP,ASHOKAPURAM,KACHEGUDA,1111111
12789,KCG KT SF EXP,KACHEGUDA,KUMTA,100100
12788,NSL NS EXP,NAGARSOL,NARASAPUR,111101
12790,KUMTA KCG EXP,KUMTA,KACHEGUDA,10010
12792,SECUNDERABAD EXP,DANAPUR,SECUNDERABAD JN,1111111
12791,SC DNR EXPRESS,SECUNDERABAD JN,DANAPUR,1111111
12794,RAYALASEEMA EXP,NIZAMABAD,TIRUPATI,1111111
12795,LPI INTERCITY,VIJAYAWADA JN,LINGAMPALLI,1111111
12793,RAYALASEEMA EXP,TIRUPATI,NIZAMABAD,1111111
12796,BZA INTERCITY,LINGAMPALLI,VIJAYAWADA JN,1111111
12797,VENKATADRI EXP,KACHEGUDA,CHITTOOR,1111111
12801,PURUSHOTTAM EXP,PURI,ANAND VIHAR TRM,1111111
12805,JANMABHOOMI EXP,VISAKHAPATNAM,LINGAMPALLI,1111111
12802,PURSHOTTAM EXP,ANAND VIHAR TRM,PURI,1111111
12803,SWARNAJAYANTI EX,VISAKHAPATNAM,H NIZAMUDDIN,1000100
12798,VENKATADRI EXP,CHITTOOR,KACHEGUDA,1111111
12804,VSKP SWRN J EXP,H NIZAMUDDIN,VISAKHAPATNAM,10001
12806,JANMABHOOMI EXP,LINGAMPALLI,VISAKHAPATNAM,1111111
12807,SAMTA EXPRESS,VISAKHAPATNAM,H NIZAMUDDIN,111011
12808,SAMTA EXPRESS,H NIZAMUDDIN,VISAKHAPATNAM,1101110
12812,HTE LTT SUPER,HATIA,LOKMANYATILAK T,110
12813,STEEL EXPRESS,HOWRAH JN,TATANAGAR JN,1111111
12811,HATIA EXPRESS,LOKMANYATILAK T,HATIA,1000001
12809,HOWRAH MAIL,C SHIVAJI TERM MUMBAI,HOWRAH JN,1111111
12814,STEEL EXP,TATANAGAR JN,HOWRAH JN,1111111
12816,NANDAN KANAN EX,ANAND VIHAR TRM,PURI,1011010
12818,JHARKHAND EXPRE,ANAND VIHAR TRM,HATIA,1001010
12821,DHAULI EXP,HOWRAH JN,PURI,1111111
12820,ORISSA S KRNTI,ANAND VIHAR TRM,BHUBANESWAR,100100
12815,NANDAN KANAN EXP,PURI,ANAND VIHAR TRM,1011010
12823,C G  SMPRK KRNTI,DURG,H NIZAMUDDIN,1001010
12824,CHTSGRH S KRNTI,H NIZAMUDDIN,DURG,100101
12828,PRR HWH EXP,PURULIA JN,HOWRAH JN,1111111
12822,DHAULI EXPRESS,PURI,HOWRAH JN,1111111
12826,JHRKHND S KRNTI,ANAND VIHAR TRM,RANCHI,10010
12827,HWH PRR EXP,HOWRAH JN,PURULIA JN,1111111
12833,HOWRAH EXPRESS,AHMEDABAD JN,HOWRAH JN,1111111
12837,HWH PURI EXP,HOWRAH JN,PURI,1111111
12838,PURI HWH EXPRESS,PURI,HOWRAH JN,1111111
12841,COROMANDAL EXP,HOWRAH JN,CHENNAI CENTRAL,1111111
12840,HOWRAH MAIL,CHENNAI CENTRAL,HOWRAH JN,1111111
12842,COROMANDEL EXP,CHENNAI CENTRAL,HOWRAH JN,1111111
12843,PURI ADI EXP,PURI,AHMEDABAD JN,101110
12844,ADI PURI SF EXP,AHMEDABAD JN,PURI,1001011
12845,BBS SMVB SUP EXP,BHUBANESWAR,SMVT BENGALURU,1
12855,NAGPUR INTERCIT,BILASPUR JN,NSC BOSE ITWARI,1111111
12857,TAMRALIPTA EXP,HOWRAH JN,DIGHA FLAG STN,1111111
12854,AMARKANTAK EXP,BHOPAL JN,DURG,1111111
12853,AMARKANTAK EXP,DURG,BHOPAL JN,1111111
12858,TAMRALIPTA EXP,DIGHA FLAG STN,HOWRAH JN,1111111
12860,GITANJALI EXP,HOWRAH JN,C SHIVAJI TERM MUMBAI,1111111
12859,GITANJALI EXP,C SHIVAJI TERM MUMBAI,HOWRAH JN,1111111
12864,SMVB HOWRAH EXP,SMVT BENGALURU,HOWRAH JN,1111111
12865,LALMATI EXPRESS,HOWRAH JN,PURULIA JN,100010
12866,LALMATI EXPRESS,PURULIA JN,HOWRAH JN,1000100
12867,HWH PDY EXP,HOWRAH JN,PUDUCHERRY,1
12870,HWH CSMT EXPRES,HOWRAH JN,C SHIVAJI TERM MUMBAI,100
12869,CSMT HOWRAH EXP,C SHIVAJI TERM MUMBAI,HOWRAH JN,1
12868,PDY HOWRAH EXP,PUDUCHERRY,HOWRAH JN,10000
12873,JHARKHAND S J EX,HATIA,ANAND VIHAR TRM,1101000
12874,JHARKHAND EXP,ANAND VIHAR TRM,HATIA,110100
12875,NEELACHAL EXP,PURI,ANAND VIHAR TRM,100101
12880,BBS LTT SF EXP,BHUBANESWAR,LOKMANYATILAK T,1001000
12876,NEELACHAL EXP,ANAND VIHAR TRM,PURI,100101
12879,LTT BBS SUP EXP,LOKMANYATILAK T,BHUBANESWAR,10010
12883,RUPASIBANGLA EXP,SANTRAGACHI JN,PURULIA JN,1111111
12884,RUPASIBANGLA EXP,PURULIA JN,HOWRAH JN,1111111
12888,PURI SHM EXPRES,PURI,SHALIMAR,1
12889,TATA YPR EXP,TATANAGAR JN,SMVT BENGALURU,100
12890,SMVB TATA EXP,SMVT BENGALURU,TATANAGAR JN,1000000
12896,PURI HWH EXPRESS,PURI,SHALIMAR,1000
12904,GOLDN TEMPLE ML,AMRITSAR JN,BANDRA TERMINUS,1111111
12903,GOLDEN TEMPLE ML,BANDRA TERMINUS,AMRITSAR JN,1111111
12905,PBR SHALIMAR EXP,PORBANDAR,SHALIMAR,11000
12906,SHM PBR EXP,SHALIMAR,PORBANDAR,110
12907,BDTS SMPRK K EXP,BANDRA TERMINUS,H NIZAMUDDIN,10001
12911,BL HARIDWAR EXP,VALSAD,HARIDWAR JN,100000
12914,TRISHATABDI EXP,NAGPUR,INDORE JN BG,1000000
12915,ASHRAM EXPRESS,SABARMATI BG,DELHI,1111111
12913,TRISHATABDI EXP,INDORE JN BG,NAGPUR,1
12912,HW BL SUP EXP,HARIDWAR JN,VALSAD,10000
12908,MHRST SMPRK K EXP,H NIZAMUDDIN,BANDRA TERMINUS,1001000
12917,GUJARAT SMPRK K,AHMEDABAD JN,H NIZAMUDDIN,1000000
12916,ASHRAM EXPRESS,DELHI,SABARMATI BG,1111111
12918,GUJRAT S KRANTI,H NIZAMUDDIN,AHMEDABAD JN,100000
12921,FLYING RANEE,MUMBAI CENTRAL,SURAT,1111111
12919,MALWA EXPRESS,DR AMBEDKAR NGR,MATA VAISHNO DEVI KATRA,1111111
12920,MALWA EXPRESS,MATA VAISHNO DEVI KATRA,DR AMBEDKAR NGR,1111111
12924,NGP DADN EXP,NAGPUR,DR AMBEDKAR NGR,10000
12922,FLYING RANEE,SURAT,MUMBAI CENTRAL,1111111
12927,VADODARA EXP,DADAR,EKTA NAGAR,1111111
12928,EKNR DDR SF EXP,EKTA NAGAR,DADAR,1111111
12923,DADN NAGPUR EXP,DR AMBEDKAR NGR,NAGPUR,100000
12930,BRC BL SF EXP,VADODARA JN,VALSAD,1111111
12933,KARNAVATI EXP,BANDRA TERMINUS,VATVA,1111111
12934,KARNAVATI EXP,AHMEDABAD JN,BANDRA TERMINUS,1111111
12935,BDTS SURAT EXP,BANDRA TERMINUS,SURAT,1111111
12936,SURAT BDTS EXP,SURAT,BANDRA TERMINUS,1111111
12937,GARBHA EXPRESS,GANDHIDHAM BG,HOWRAH JN,10
12925,PASCHIM EXPRESS,BANDRA TERMINUS,AMRITSAR JN,1111111
12938,GARBHA EXPRESS,HOWRAH JN,GANDHIDHAM BG,1000000
12926,PASCHIM EXPRESS,AMRITSAR JN,BANDRA TERMINUS,1111111
12939,PUNE JAIPUR EXP,PUNE JN,JAIPUR,10001
12929,BL BRC SF EXP,VALSAD,VADODARA JN,1111111
12941,BVC ASANSOL EXP,BHAVNAGAR TRMUS,ASANSOL JN,100000
12942,PARASNATH EXP,ASANSOL JN,BHAVNAGAR TRMUS,1000
12944,UDHYOGKARMI EXP,KANPUR CENTRAL,VALSAD,100
12943,UDYOGKARMI EXP,VALSAD,KANPUR CENTRAL,10000
12945,BANARAS SF EXP,VERAVAL,BANARAS,1000000
12947,AZIMABAD EXPRESS,AHMEDABAD JN,RAJGIR,1010000
12949,KAVIGURU EXPRESS,PORBANDAR,SANTRAGACHI JN,100
12956,JP MMCT SUPFAST,JAIPUR,MUMBAI CENTRAL,1111111
12948,AZIMABAD EXPRESS,RAJGIR,AHMEDABAD JN,10100
12955,MMCT JP SF EXP,MUMBAI CENTRAL,JAIPUR,1111111
12959,BDTS BHUJ EXP,BANDRA TERMINUS,BHUJ,10
12960,BHUJ BDTS EXP,BHUJ,BANDRA TERMINUS,1000000
12961,AVANTIKA EXP,MUMBAI CENTRAL,INDORE JN BG,1111111
12964,MEWAR EXPRESS,UDAIPUR CITY,H NIZAMUDDIN,1111111
12962,AVANTIKA EXP,INDORE JN BG,MUMBAI CENTRAL,1111111
12963,MEWAR EXPRESS,H NIZAMUDDIN,UDAIPUR CITY,1111111
12966,BHUJ BDTS SFAST,BHUJ,BANDRA TERMINUS,100
12965,BDTS GIMB SFAST,BANDRA TERMINUS,BHUJ,100000
12969,CBE JAIPUR EXP,COIMBATORE JN,JAIPUR,100
12971,BHAVNAGAR EXP,BANDRA TERMINUS,BHAVNAGAR TRMUS,1111111
12972,BVC BDTS EXPRES,BHAVNAGAR TRMUS,BANDRA TERMINUS,1111111
12976,JP MYSORE EXP,JAIPUR,MYSORE JN,1010000
12975,JAIPUR EXPRESS,MYSORE JN,JAIPUR,1010
12979,JAIPUR SUP FAST,BANDRA TERMINUS,JAIPUR,101010
12977,MARU SAGAR EXP,ERNAKULAM JN,AJMER JN,1
12980,JP BDTS SUP EXP,JAIPUR,BANDRA TERMINUS,1010100
12982,ASV JP SF EXP,ASARVA JN,JAIPUR,1111111
12986,JP DOUBLE DCKER,DELHI S ROHILLA,JAIPUR,1111111
12981,JP ASV SUPERFAST,JAIPUR,ASARVA JN,1111111
12985,DEE DOUBLE DCKER,JAIPUR,DELHI S ROHILLA,1111111
12988,AII SDAH EXPRES,AJMER JN,SEALDAH,1111111
12989,AJMER EXPRESS,DADAR,AJMER JN,1001010
12990,AII DDR EXPRESS,AJMER JN,DADAR,10101
12991,UDZ JP EXP,UDAIPUR CITY,JAIPUR,1111111
12987,SDAH AJMER EXP,SEALDAH,AJMER JN,1111111
12995,BDTS AII EXP,BANDRA TERMINUS,AJMER JN,10101
14037,NDLS S KRANTI EXP,SILCHAR,NEW DELHI,1000000
12996,AII BDTS SF EXP,AJMER JN,BANDRA TERMINUS,101010
14038,SCL S KRANTI EXP,NEW DELHI,SILCHAR,1000
14111,MFP PRYJ EXP,MUZAFFARPUR JN,PRAYAGRAJ JN,1010000
14112,BAPUDHAM EXPRESS,PRAYAGRAJ JN,MUZAFFARPUR JN,1010000
15646,SCL SC EXPRESS,SILCHAR,CHARLAPALLI,10000
17305,NZM LINK EXP,HUBBALLI JN,H NIZAMUDDIN,1111111
18401,BGY PURI EXPRESS,BANGRIPOSI,PURI,1111111
16215,CHAMUNDI EXP,MYSORE JN,KSR BANGALORE CY JN,1111111
20103,LTT AMH SF EXP,LOKMANYATILAK T,BHATNI JN,1111111
18402,PURI BGY EXPRESS,PURI,BANGRIPOSI,1111111
19256,MAHUVA SURAT EX,MAHUVA JN,SURAT,1110101
19803,KOTA SVDK EXP,KOTA JN,MATA VAISHNO DEVI KATRA,10
20104,AMH LTT SF EXP,BHATNI JN,LOKMANYATILAK T,1111111
20111,KONKAN KANYA EXP,C SHIVAJI TERM MUMBAI,MADGAON,1111111
20151,HDP REWA SFAST,HADAPSAR,REWA,1000
20112,KONKAN KANYA EXP,MADGAON,C SHIVAJI TERM MUMBAI,1111111
20154,REWA CSMT SF,REWA,C SHIVAJI TERM MUMBAI,1000
20152,REWA HDP SF EXP,REWA,HADAPSAR,10000
20155,DADN NDLS SF EXP,DR AMBEDKAR NGR,NEW DELHI,1111111
20153,CSMT REWA SF,C SHIVAJI TERM MUMBAI,REWA,100
20156,NDLS DADN SF EXP,NEW DELHI,DR AMBEDKAR NGR,1111111
20161,PUNE JBP SF,PUNE JN,JABALPUR,1000000
20162,JBP PUNE EXP,JABALPUR,PUNE JN,1
20163,BDTS JBP SF EXP,BANDRA TERMINUS,JABALPUR,10
20402,LKO BSB SF EXP,LUCKNOW NR,VARANASI JN,1111111
20177,ASV AGC SF EXP,ASARVA JN,AGRA CANTT,1001111
20164,JBP BDTS SF EXP,JABALPUR,BANDRA TERMINUS,100
20401,BSB LKO SF EXP,VARANASI JN,LUCKNOW NR,1111111
20178,AGC ASV SF EXP,AGRA CANTT,ASARVA JN,11111
20404,LGH PRYJ SF EXP,LALGARH JN,PRAYAGRAJ JN,1001010
20403,PRYJ LGH SF EXP,PRAYAGRAJ JN,LALGARH JN,10101
20409,DLI BTI SF EXP,DELHI CANTT,BHATINDA JN,1111111
20410,BTI DLI SF EXP,BHATINDA JN,DELHI CANTT,1111111
20411,DLI SRE SF EXP,DELHI,SAHARANPUR,1111111
20413,KASHI MAHAKAL EX,VARANASI JN,INDORE JN BG,101000
20412,SRE DLI SF EXP,SAHARANPUR,DELHI,1111111
20416,MAHAKAL SF EXP,INDORE JN BG,VARANASI JN,1000000
20415,MAHAKAL SF EXP,VARANASI JN,INDORE JN BG,1
20423,PATALKOT SF EXP,SEONI,FIROZPUR CANT,1111111
20414,KASHI MAHAKAL EX,INDORE JN BG,VARANASI JN,10100
20433,JAMMU MAIL,SUBEDARGANJ,MATA VAISHNO DEVI KATRA,1111111
20434,JAMMU MAIL,MATA VAISHNO DEVI KATRA,SUBEDARGANJ,1111111
20473,CHETAK EXP,DELHI S ROHILLA,UDAIPUR CITY,1111111
20451,SGAC NDLS SF EXP,SOGARIA,NEW DELHI,1111111
20452,NDLS SGAC SF EXP,NEW DELHI,SOGARIA,1111111
20424,PATALKOT EXP,FIROZPUR CANT,SEONI,1111111
20471,SGNR PURI EXP,SHRI GANGANAGAR,PURI,1
20472,PURI SGNR EXPRESS,PURI,SHRI GANGANAGAR,10000
20474,CHETAK EXP,UDAIPUR CITY,DELHI S ROHILLA,1111111
20475,BKN MRJ SF EXP,BIKANER JN,MIRAJ JN,1000000
20483,BGKT DDR EXP,BHAGAT KI KOTHI,DADAR,1001000
20484,DDR BGKT EXP,DADAR,BHAGAT KI KOTHI,100100
20485,JSM SBIB SF EXP,JAISALMER,SABARMATI BG,1111111
20486,SBIB JSM EXP,SABARMATI BG,JAISALMER,1111111
20476,MRJ BKN SF EXP,MIRAJ JN,BIKANER JN,100000
20487,BME DLI SF EXP,BARMER,DELHI S ROHILLA,1001000
20488,DLI BME SF EXP,DELHI S ROHILLA,BARMER,100100
20490,MTJ BME SF EXP,MATHURA JN,BARMER,1011011
20489,BME MTJ SUPERFAST,BARMER,MATHURA JN,110111
